('visión', 0.3849274159151477)
('cualquier', 0.3850007518873097)
('diciembre', 0.3850007518873097)
('evita', 0.3850007518873097)
('inicia', 0.3850007518873097)
('lista', 0.3850007518873097)
('resulta', 0.3850007518873097)
('tasa', 0.3850007518873097)
('existe', 0.38502207002302036)
('señor', 0.38502207002302036)
('grado', 0.385073014362696)
('marc', 0.385073014362696)
('pena', 0.385073014362696)
('fondo', 0.38510512041017775)
('remo', 0.38510512041017775)
('representa', 0.38510512041017775)
('arias', 0.38514403785313744)
('pasado', 0.38514403785313744)
('podría', 0.38514403785313744)
('productos', 0.38514403785313744)
('república', 0.38514403785313744)
('cita', 0.3851880054941023)
('nación', 0.3851880054941023)
('qué', 0.3851880054941023)
('termina', 0.3851880054941023)
('actividad', 0.38521361852451486)
('aún', 0.38521361852451486)
('funcionar', 0.38521361852451486)
('internacional', 0.38521361852451486)
('principal', 0.38521361852451486)
('sindicato', 0.38521361852451486)
('tasas', 0.38521361852451486)
('unas', 0.38521361852451486)
('dijo', 0.3852707137111754)
('pc', 0.3852707137111754)
('estadunidense', 0.3852815024041106)
('fueron', 0.3852815024041106)
('omisión', 0.3852815024041106)
('sentido', 0.3852815024041106)
('sería', 0.3852815024041106)
('vaca', 0.3852815024041106)
('última', 0.3852815024041106)
('arzobispo', 0.3853164563157176)
('auditorías', 0.3853164563157176)
('bonos', 0.3853164563157176)
('básica', 0.3853164563157176)
('contrato', 0.3853164563157176)
('corporación', 0.3853164563157176)
('cumplir', 0.3853164563157176)
('dedica', 0.3853164563157176)
('décadas', 0.3853164563157176)
('establecer', 0.3853164563157176)
('externa', 0.3853164563157176)
('familias', 0.3853164563157176)
('fantasma', 0.3853164563157176)
('hagan', 0.3853164563157176)
('inversionistas', 0.3853164563157176)
('llamado', 0.3853164563157176)
('madero', 0.3853164563157176)
('mediano', 0.3853164563157176)
('modificar', 0.3853164563157176)
('paridad', 0.3853164563157176)
('peniche', 0.3853164563157176)
('podrán', 0.3853164563157176)
('realizó', 0.3853164563157176)
('requieren', 0.3853164563157176)
('tareas', 0.3853164563157176)
('vuelos', 0.3853164563157176)
('york', 0.3853164563157176)
('cabe', 0.3853473689459037)
('capacidad', 0.3853473689459037)
('condiciones', 0.3853473689459037)
('dentro', 0.3853473689459037)
('estable', 0.3853473689459037)
('funcionario', 0.3853473689459037)
('interno', 0.3853473689459037)
('mayoría', 0.3853473689459037)
('producción', 0.3853473689459037)
('pueden', 0.3853473689459037)
('trato', 0.3853473689459037)
('economía', 0.3853532316050441)
('logra', 0.3853532316050441)
('vía', 0.3853532316050441)
('alcanza', 0.385410807669499)
('análisis', 0.385410807669499)
('aunque', 0.385410807669499)
('dicho', 0.385410807669499)
('export', 0.385410807669499)
('hacia', 0.385410807669499)
('ingreso', 0.385410807669499)
('modifica', 0.385410807669499)
('neta', 0.385410807669499)
('privado', 0.385410807669499)
('respecto', 0.385410807669499)
('secretaría', 0.385410807669499)
('segura', 0.385410807669499)
('trimestre', 0.385410807669499)
('reforma', 0.3854355434265794)
('sur', 0.3854355434265794)
('administración', 0.38547128420459775)
('cce', 0.38547128420459775)
('comisión', 0.38547128420459775)
('diferente', 0.38547128420459775)
('evitar', 0.38547128420459775)
('funcionarios', 0.38547128420459775)
('horas', 0.38547128420459775)
('muchas', 0.38547128420459775)
('periodo', 0.38547128420459775)
('pobres', 0.38547128420459775)
('políticos', 0.38547128420459775)
('ruta', 0.38547128420459775)
('saber', 0.38547128420459775)
('universal', 0.38547128420459775)
('después', 0.38551763062786565)
('camino', 0.38552808966708463)
('cosa', 0.38552808966708463)
('llama', 0.38552808966708463)
('llegar', 0.38552808966708463)
('negocio', 0.38552808966708463)
('obstante', 0.38552808966708463)
('realidad', 0.38552808966708463)
('transporte', 0.38552808966708463)
('unió', 0.38552808966708463)
('amor', 0.3855427860420467)
('apenas', 0.3855427860420467)
('bursátiles', 0.3855427860420467)
('considerada', 0.3855427860420467)
('considerar', 0.3855427860420467)
('créditos', 0.3855427860420467)
('debemos', 0.3855427860420467)
('disponer', 0.3855427860420467)
('eduardo', 0.3855427860420467)
('efectivo', 0.3855427860420467)
('felipe', 0.3855427860420467)
('héctor', 0.3855427860420467)
('incluyen', 0.3855427860420467)
('informaron', 0.3855427860420467)
('netscape', 0.3855427860420467)
('pocas', 0.3855427860420467)
('registros', 0.3855427860420467)
('sectores', 0.3855427860420467)
('tengan', 0.3855427860420467)
('ventas', 0.3855427860420467)
('calidad', 0.38558026294934866)
('carlos', 0.38558026294934866)
('competencia', 0.38558026294934866)
('entrega', 0.38558026294934866)
('familia', 0.38558026294934866)
('listas', 0.38558026294934866)
('nuevos', 0.38558026294934866)
('unión', 0.38558026294934866)
('dirigente', 0.3855994712159615)
('encuentra', 0.3855994712159615)
('había', 0.3855994712159615)
('nuestro', 0.3855994712159615)
('sun', 0.3855994712159615)
('áreas', 0.3855994712159615)
('busca', 0.3856264673172103)
('decisiones', 0.3856264673172103)
('diputado', 0.3856264673172103)
('hernández', 0.3856264673172103)
('javier', 0.3856264673172103)
('julio', 0.3856264673172103)
('origina', 0.3856264673172103)
('pendiente', 0.3856264673172103)
('principales', 0.3856264673172103)
('aplicaciones', 0.38564925265288463)
('aérea', 0.38564925265288463)
('bill', 0.38564925265288463)
('bmv', 0.38564925265288463)
('cientos', 0.38564925265288463)
('corto', 0.38564925265288463)
('dispone', 0.38564925265288463)
('esfuerzo', 0.38564925265288463)
('finalmente', 0.38564925265288463)
('físico', 0.38564925265288463)
('galván', 0.38564925265288463)
('gerente', 0.38564925265288463)
('incluye', 0.38564925265288463)
('indicaron', 0.38564925265288463)
('instalaciones', 0.38564925265288463)
('juárez', 0.38564925265288463)
('normal', 0.38564925265288463)
('observa', 0.38564925265288463)
('operaciones', 0.38564925265288463)
('ortiz', 0.38564925265288463)
('permitirá', 0.38564925265288463)
('tecnologías', 0.38564925265288463)
('time', 0.38564925265288463)
('éxito', 0.38564925265288463)
('afore', 0.38566478645728614)
('bolsa', 0.38566478645728614)
('capitaliza', 0.38566478645728614)
('cartera', 0.38566478645728614)
('cero', 0.38566478645728614)
('continúa', 0.38566478645728614)
('cruz', 0.38566478645728614)
('difícil', 0.38566478645728614)
('económicos', 0.38566478645728614)
('movimiento', 0.38566478645728614)
('octubre', 0.38566478645728614)
('pide', 0.38566478645728614)
('propio', 0.38566478645728614)
('públicos', 0.38566478645728614)
('quieren', 0.38566478645728614)
('editorial', 0.38568103891888705)
('ley', 0.38568103891888705)
('nuestra', 0.38568103891888705)
('señala', 0.38568103891888705)
('vale', 0.38568103891888705)
('aplicación', 0.38569237088201724)
('apoya', 0.38569237088201724)
('buena', 0.38569237088201724)
('compromiso', 0.38569237088201724)
('darse', 0.38569237088201724)
('diferentes', 0.38569237088201724)
('diputados', 0.38569237088201724)
('duda', 0.38569237088201724)
('estabilidad', 0.38569237088201724)
('extranjero', 0.38569237088201724)
('iniciar', 0.38569237088201724)
('largo', 0.38569237088201724)
('mediante', 0.38569237088201724)
('nuevas', 0.38569237088201724)
('permitir', 0.38569237088201724)
('poner', 0.38569237088201724)
('promedio', 0.38569237088201724)
('confianza', 0.385694736863527)
('contrario', 0.385694736863527)
('dirigencia', 0.385694736863527)
('disponible', 0.385694736863527)
('hemos', 0.385694736863527)
('incumplimiento', 0.385694736863527)
('inmediato', 0.385694736863527)
('manejar', 0.385694736863527)
('mitad', 0.385694736863527)
('podrá', 0.385694736863527)
('procesamiento', 0.385694736863527)
('puertas', 0.385694736863527)
('públicas', 0.385694736863527)
('refiere', 0.385694736863527)
('respuesta', 0.385694736863527)
('réditos', 0.385694736863527)
('salida', 0.385694736863527)
('varios', 0.385694736863527)
('algunas', 0.3857047880141683)
('aparece', 0.3857047880141683)
('basta', 0.3857047880141683)
('compañero', 0.3857047880141683)
('cumplimiento', 0.3857047880141683)
('etapa', 0.3857047880141683)
('extranjeros', 0.3857047880141683)
('fianza', 0.3857047880141683)
('firmó', 0.3857047880141683)
('haga', 0.3857047880141683)
('hizo', 0.3857047880141683)
('indicar', 0.3857047880141683)
('informar', 0.3857047880141683)
('inversion', 0.3857047880141683)
('manejo', 0.3857047880141683)
('pgr', 0.3857047880141683)
('presente', 0.3857047880141683)
('pretende', 0.3857047880141683)
('proyectos', 0.3857047880141683)
('puerta', 0.3857047880141683)
('roberto', 0.3857047880141683)
('septiembre', 0.3857047880141683)
('sidek', 0.3857047880141683)
('socio', 0.3857047880141683)
('suficiente', 0.3857047880141683)
('tarea', 0.3857047880141683)
('vacacional', 0.3857047880141683)
('hecho', 0.3857623020969374)
('pueblo', 0.3857623020969374)
('tres', 0.3857623020969374)
('planta', 0.38584322230371415)
('últimos', 0.38584322230371415)
('edición', 0.385923752357908)
('gentes', 0.385923752357908)
('medida', 0.385923752357908)
('organizaciones', 0.385923752357908)
('secretario', 0.385923752357908)
('sociedad', 0.385923752357908)
('anterior', 0.3860038337200682)
('arco', 0.3860038337200682)
('eleva', 0.3860038337200682)
('especial', 0.3860038337200682)
('existen', 0.3860038337200682)
('marzo', 0.3860038337200682)
('primero', 0.3860038337200682)
('ramo', 0.3860038337200682)
('él', 0.3860038337200682)
('ejemplo', 0.3860833928633388)
('feb', 0.3860833928633388)
('lograr', 0.3860833928633388)
('ocupa', 0.3860833928633388)
('proceso', 0.3860833928633388)
('resultado', 0.3860833928633388)
('ésta', 0.3860833928633388)
('conoce', 0.3861623361571617)
('electo', 0.3861623361571617)
('febrero', 0.3861623361571617)
('firma', 0.3861623361571617)
('fuera', 0.3861623361571617)
('igual', 0.3861623361571617)
('línea', 0.3861623361571617)
('meses', 0.3861623361571617)
('partir', 0.3861623361571617)
('razón', 0.3861623361571617)
('comunicación', 0.386240542500777)
('consumo', 0.386240542500777)
('grave', 0.386240542500777)
('haber', 0.386240542500777)
('legal', 0.386240542500777)
('nombre', 0.386240542500777)
('presentan', 0.386240542500777)
('sentar', 0.386240542500777)
('sindical', 0.386240542500777)
('calle', 0.38631785246011763)
('cinco', 0.38631785246011763)
('dirigentes', 0.38631785246011763)
('ellas', 0.38631785246011763)
('frente', 0.38631785246011763)
('gobernador', 0.38631785246011763)
('habrá', 0.38631785246011763)
('incluso', 0.38631785246011763)
('indicó', 0.38631785246011763)
('organización', 0.38631785246011763)
('televisión', 0.38631785246011763)
('terminar', 0.38631785246011763)
('usted', 0.38631785246011763)
('bancario', 0.3863940518045063)
('cabo', 0.3863940518045063)
('continua', 0.3863940518045063)
('crece', 0.3863940518045063)
('debido', 0.3863940518045063)
('duce', 0.3863940518045063)
('flores', 0.3863940518045063)
('incremento', 0.3863940518045063)
('ingresos', 0.3863940518045063)
('investigado', 0.3863940518045063)
('junto', 0.3863940518045063)
('modelo', 0.3863940518045063)
('opuesta', 0.3863940518045063)
('puso', 0.3863940518045063)
('redes', 0.3863940518045063)
('santa', 0.3863940518045063)
('tenido', 0.3863940518045063)
('asamblea', 0.3864688457564003)
('cantidad', 0.3864688457564003)
('cuales', 0.3864688457564003)
('esquema', 0.3864688457564003)
('estaba', 0.3864688457564003)
('estima', 0.3864688457564003)
('estudio', 0.3864688457564003)
('gubernamental', 0.3864688457564003)
('liquidación', 0.3864688457564003)
('mentales', 0.3864688457564003)
('piedad', 0.3864688457564003)
('presentar', 0.3864688457564003)
('presta', 0.3864688457564003)
('propuesta', 0.3864688457564003)
('realizar', 0.3864688457564003)
('rumbo', 0.3864688457564003)
('todavía', 0.3864688457564003)
('adicional', 0.3865418172036746)
('advierte', 0.3865418172036746)
('consecuencia', 0.3865418172036746)
('elementos', 0.3865418172036746)
('encuentran', 0.3865418172036746)
('equilibrio', 0.3865418172036746)
('favor', 0.3865418172036746)
('formó', 0.3865418172036746)
('francisco', 0.3865418172036746)
('hacienda', 0.3865418172036746)
('investigador', 0.3865418172036746)
('martí', 0.3865418172036746)
('muchos', 0.3865418172036746)
('multi', 0.3865418172036746)
('negociaciones', 0.3865418172036746)
('parm', 0.3865418172036746)
('presencia', 0.3865418172036746)
('propiedad', 0.3865418172036746)
('puestos', 0.3865418172036746)
('reciente', 0.3865418172036746)
('responde', 0.3865418172036746)
('reunión', 0.3865418172036746)
('serie', 0.3865418172036746)
('simple', 0.3865418172036746)
('término', 0.3865418172036746)
('unidades', 0.3865418172036746)
('ésto', 0.3865418172036746)
('única', 0.3865418172036746)
('aproximadamente', 0.3866123558612623)
('asimismo', 0.3866123558612623)
('carga', 0.3866123558612623)
('carretera', 0.3866123558612623)
('conocer', 0.3866123558612623)
('convertir', 0.3866123558612623)
('cosas', 0.3866123558612623)
('desea', 0.3866123558612623)
('df', 0.3866123558612623)
('elección', 0.3866123558612623)
('enrique', 0.3866123558612623)
('gasto', 0.3866123558612623)
('informó', 0.3866123558612623)
('jorge', 0.3866123558612623)
('larios', 0.3866123558612623)
('legó', 0.3866123558612623)
('maría', 0.3866123558612623)
('monto', 0.3866123558612623)
('negociación', 0.3866123558612623)
('plana', 0.3866123558612623)
('policía', 0.3866123558612623)
('reto', 0.3866123558612623)
('tinta', 0.3866123558612623)
('valen', 0.3866123558612623)
('viven', 0.3866123558612623)
('éstos', 0.3866123558612623)
('acelerar', 0.38666720792449827)
('acompañado', 0.38666720792449827)
('acudan', 0.38666720792449827)
('adquisitivo', 0.38666720792449827)
